return_id,order_id,return_date,reason,source_system
R0024844,104768,2021-05-09,,SRC_181
R0024845,122548,2024/08/01,Defect,SRC_196
R0024846,99999999,2023/06/20,,SRC_34
R0024847,126557,2022/02/14,Wrong item,SRC_65
R0024848,107510,2022-01-22,,SRC_83
R0024849,99999999,14/12/2021,,SRC_74
R0024850,148391,September 16 2023,Wrong item,SRC_224
R0024851,99999999,2023/09/12,Complaint,SRC_136
R0024852,104289,2022-01-27,,SRC_165
R0024853,99999999,2021.09.30,,SRC_19
R0024854,99999999,14-03-2021,,SRC_215
R0024855,118185,2024.09.26,Wrong item,SRC_9
R0024856,99999999,21/05/2022,Defect,SRC_115
R0024857,99999999,09/02/2023,,SRC_56
R0024858,137765,September 16 2023,,SRC_193
R0024859,99999999,28-02-2023,Complaint,SRC_146
R0024860,148214,2021/05/13,Defect,SRC_46
R0024861,108399,07-12-2022,Wrong item,SRC_121
R0024862,148015,2022.04.01,,SRC_128
R0024863,106180,June 17 2024,Complaint,SRC_150
R0024864,99999999,28/01/2022,,SRC_22
R0024865,99999999,August 14 2023,Wrong item,SRC_177
R0024866,99999999,2022-05-22,Complaint,SRC_115
R0024867,123569,November 27 2024,Defect,SRC_181
R0024868,99999999,2021.01.06,Complaint,SRC_212
R0024869,104437,25/07/2022,,SRC_131
R0024870,99999999,16/09/2022,,SRC_224
R0024871,99999999,31/12/2021,,SRC_133
R0024872,99999999,2024/06/20,Defect,SRC_32
R0024873,99999999,2023/08/16,,SRC_35
R0024874,107433,2022/07/22,Defect,SRC_49
R0024875,144231,14/05/2024,Defect,SRC_179
R0024876,99999999,15/04/2022,,SRC_110
R0024877,99999999,July 19 2021,Defect,SRC_43
R0024878,134616,2022.06.18,,SRC_130
R0024879,99999999,02/01/2023,Complaint,SRC_129
R0024880,99999999,July 12 2022,Wrong item,SRC_218
R0024881,101236,2024-12-10,Wrong item,SRC_240
R0024882,128189,2021/12/11,Defect,SRC_49
R0024883,99999999,2024.09.02,Wrong item,SRC_4
R0024884,99999999,08/09/2022,,SRC_5
R0024885,99999999,15/05/2021,,SRC_225
R0024886,99999999,2022/12/05,Defect,SRC_166
R0024887,99999999,September 17 2024,Wrong item,SRC_191
R0024888,99999999,2023-08-27,,SRC_169
R0024889,104696,May 10 2022,,SRC_60
R0024890,144886,2021-07-03,Complaint,SRC_139
R0024891,99999999,18-02-2023,Defect,SRC_146
R0024892,99999999,2022-08-30,Defect,SRC_64
R0024893,136273,06-02-2022,Wrong item,SRC_200
R0024894,99999999,12-08-2021,Complaint,SRC_183
R0024895,106063,2023-03-08,,SRC_116
R0024896,99999999,2023.10.11,Defect,SRC_220
R0024897,99999999,2022.12.07,,SRC_117
R0024898,140486,2024.06.30,,SRC_197
R0024899,99999999,2021/08/24,,SRC_132
R0024900,143289,2022-10-02,Complaint,SRC_115
R0024901,99999999,2024-04-28,Wrong item,SRC_136
R0024902,99999999,September 17 2021,Complaint,SRC_128
R0024903,143666,14-07-2023,Wrong item,SRC_124
R0024904,140047,2021/04/01,Defect,SRC_77
R0024905,99999999,2022.08.16,Wrong item,SRC_24
R0024906,114818,2021-03-25,Complaint,SRC_193
R0024907,139625,2023.08.15,Defect,SRC_246
R0024908,107440,08/08/2021,,SRC_115
R0024909,116190,2024.01.18,Defect,SRC_151
R0024910,121987,2022-12-22,Complaint,SRC_188
R0024911,99999999,March 27 2021,,SRC_88
R0024912,99999999,2022/06/08,Defect,SRC_104
R0024913,99999999,30/12/2024,,SRC_90
R0024914,99999999,18/01/2021,Complaint,SRC_128
R0024915,99999999,2023.05.24,Wrong item,SRC_71
R0024916,99999999,09-04-2021,,SRC_200
R0024917,120851,12-07-2024,Defect,SRC_92
R0024918,99999999,18-08-2021,Defect,SRC_75
R0024919,120193,20/10/2023,,SRC_151
R0024920,120528,2021.08.30,Complaint,SRC_34
R0024921,137809,2023-01-21,Complaint,SRC_46
R0024922,131256,2021/07/07,Defect,SRC_222
R0024923,99999999,2022.09.20,,SRC_150
R0024924,108207,2023/01/09,Wrong item,SRC_221
R0024925,99999999,27-03-2023,,SRC_58
R0024926,133312,February 09 2021,Wrong item,SRC_24
R0024927,141216,August 22 2021,Defect,SRC_198
R0024928,143640,January 25 2022,,SRC_178
R0024929,100480,12/10/2024,,SRC_1
R0024930,99999999,06-07-2024,Complaint,SRC_122
R0024931,116120,2022-05-06,,SRC_81
R0024932,131604,2024/01/24,,SRC_133
R0024933,121213,January 28 2023,Defect,SRC_100
R0024934,99999999,29/01/2022,Defect,SRC_118
R0024935,107210,13/08/2024,Defect,SRC_106
R0024936,115007,10-12-2023,,SRC_60
R0024937,99999999,2022-02-06,,SRC_217
R0024938,99999999,2024-08-02,,SRC_78
R0024939,99999999,2022/12/15,,SRC_158
R0024940,106926,2022.05.12,Defect,SRC_55
R0024941,124664,2022/06/02,Defect,SRC_1
R0024942,118182,November 12 2021,Defect,SRC_77
R0024943,112770,21-01-2022,Wrong item,SRC_28
R0024944,99999999,27/01/2022,Complaint,SRC_109
R0024945,99999999,2024-06-01,,SRC_108
R0024946,138538,2021.12.01,Wrong item,SRC_56
R0024947,121618,2023-12-05,Defect,SRC_52
R0024948,99999999,2023/10/23,Wrong item,SRC_64
R0024949,99999999,November 06 2024,Complaint,SRC_48
R0024950,99999999,03/06/2021,Wrong item,SRC_56
R0024951,99999999,December 30 2023,Complaint,SRC_2
R0024952,129637,24-02-2023,,SRC_61
R0024953,99999999,12/08/2024,Wrong item,SRC_124
R0024954,102108,02-01-2021,Defect,SRC_81
R0024955,136047,2021.01.26,Wrong item,SRC_138
R0024956,99999999,January 27 2023,Defect,SRC_67
R0024957,99999999,29/11/2021,,SRC_238
R0024958,99999999,March 14 2024,,SRC_2
R0024959,111981,11/07/2022,Complaint,SRC_29
R0024960,99999999,February 10 2024,Complaint,SRC_123
R0024961,99999999,2022-09-01,,SRC_135
R0024962,99999999,27/05/2022,Complaint,SRC_70
R0024963,139242,February 03 2023,Wrong item,SRC_207
R0024964,136138,24-09-2024,Complaint,SRC_45
R0024965,99999999,December 29 2024,Defect,SRC_115
R0024966,115059,2022.06.10,Wrong item,SRC_146
R0024967,110739,2022/10/20,Complaint,SRC_220
R0024968,99999999,2021-01-08,,SRC_221
R0024969,107853,20/11/2023,,SRC_105
R0024970,99999999,August 10 2021,Complaint,SRC_84
R0024971,99999999,09-05-2021,Defect,SRC_47
R0024972,99999999,2021-07-14,,SRC_48
R0024973,99999999,2024.04.11,,SRC_46
R0024974,115660,2022/07/09,,SRC_246
R0024975,99999999,24-09-2024,,SRC_54
R0024976,99999999,04-02-2021,,SRC_61
R0024977,111659,2021/06/25,Wrong item,SRC_121
R0024978,128507,2024/09/02,Complaint,SRC_70
R0024979,99999999,2021.04.30,Defect,SRC_185
R0024980,139938,2024/09/02,Defect,SRC_244
R0024981,99999999,2022-09-10,,SRC_78
R0024982,104661,03/08/2022,,SRC_177
R0024983,99999999,2021.01.24,Complaint,SRC_39
R0024984,99999999,20-10-2021,,SRC_228
R0024985,99999999,24/12/2024,,SRC_47
R0024986,133918,25/03/2022,,SRC_216
R0024987,99999999,2022/04/27,,SRC_156
R0024988,99999999,18/08/2022,Complaint,SRC_163
R0024989,123044,20-04-2023,Complaint,SRC_208
R0024990,99999999,May 27 2021,,SRC_80
R0024991,129262,2022-08-01,Complaint,SRC_237
R0024992,148074,2023/08/15,Defect,SRC_200
R0024993,145669,December 21 2024,,SRC_175
R0024994,127300,22/11/2023,,SRC_29
R0024995,99999999,21-04-2023,Complaint,SRC_242
R0024996,99999999,2023.11.04,Defect,SRC_137
R0024997,134753,2021-09-27,Defect,SRC_47
R0024998,112063,2023.09.18,Wrong item,SRC_26
R0024999,99999999,2021/12/27,Defect,SRC_66
R0025000,99999999,14/10/2022,Wrong item,SRC_129
R0025001,120686,2021-04-01,,SRC_43
R0025002,99999999,2023-05-15,,SRC_136
R0025003,99999999,2021/05/16,Complaint,SRC_163
R0025004,111334,2021-05-11,,SRC_13
R0025005,115875,29/04/2024,Wrong item,SRC_10
R0025006,99999999,2024.09.05,Defect,SRC_34
R0025007,99999999,July 14 2023,,SRC_12
R0025008,101949,May 18 2023,Defect,SRC_144
R0025009,128552,2023.11.19,,SRC_85
R0025010,99999999,05-01-2022,Defect,SRC_146
R0025011,111219,2024-11-15,Complaint,SRC_199
R0025012,104598,2022-12-09,,SRC_151
R0025013,101976,December 11 2023,Defect,SRC_22
R0025014,99999999,2022-12-26,Wrong item,SRC_202
R0025015,135262,04/03/2021,Complaint,SRC_129
R0025016,135347,2023-11-10,Wrong item,SRC_33
R0025017,148993,07/03/2023,Defect,SRC_3
R0025018,99999999,September 28 2024,Complaint,SRC_116
R0025019,99999999,2024-06-22,,SRC_190
R0025020,107194,2022-12-28,,SRC_242
R0025021,146750,02-09-2024,Wrong item,SRC_19
R0025022,148775,November 05 2023,,SRC_109
R0025023,99999999,April 03 2022,,SRC_90
R0025024,144397,2024/07/03,Complaint,SRC_45
R0025025,121743,October 27 2023,Defect,SRC_179
R0025026,126496,08/02/2022,,SRC_157
R0025027,135974,November 29 2021,Complaint,SRC_52
R0025028,99999999,11-12-2023,Complaint,SRC_107
R0025029,135434,2022.10.31,Defect,SRC_113
R0025030,99999999,2024/03/03,Complaint,SRC_235
R0025031,120488,2021.07.15,,SRC_60
R0025032,99999999,05/09/2021,,SRC_49
R0025033,111866,2023/02/09,Defect,SRC_80
R0025034,99999999,2023.12.19,,SRC_206
R0025035,99999999,2021/03/19,,SRC_244
R0025036,123257,2023.07.13,Wrong item,SRC_76
R0025037,133174,April 26 2023,Wrong item,SRC_237
R0025038,127677,August 12 2022,,SRC_104
R0025039,124737,2024/09/05,Defect,SRC_164
R0025040,136523,2021/05/22,Wrong item,SRC_238
R0025041,99999999,30-09-2024,Complaint,SRC_27
R0025042,99999999,2021/07/23,,SRC_200
R0025043,113788,2024/10/12,Complaint,SRC_13
R0025044,99999999,2021-03-11,Complaint,SRC_106
R0025045,99999999,24/12/2022,Wrong item,SRC_161
R0025046,99999999,01-06-2021,Complaint,SRC_124
R0025047,99999999,2021-06-28,Defect,SRC_41
R0025048,124357,May 06 2021,Defect,SRC_123
R0025049,99999999,2023/05/06,Complaint,SRC_52
R0025050,99999999,2023/05/26,Defect,SRC_34
R0025051,99999999,2024/01/25,Wrong item,SRC_168
R0025052,104204,08-10-2023,,SRC_96
R0025053,99999999,06/03/2023,,SRC_199
R0025054,99999999,2021-02-23,,SRC_125
R0025055,99999999,2023-03-28,,SRC_82
R0025056,126230,2021-09-21,Complaint,SRC_27
R0025057,100011,2022.10.30,Defect,SRC_239
R0025058,131175,2022.11.05,Defect,SRC_69
R0025059,99999999,2024.08.07,,SRC_165
R0025060,99999999,14-08-2022,Complaint,SRC_72
R0025061,99999999,2024/06/13,,SRC_221
R0025062,99999999,2022.07.21,,SRC_39
R0025063,99999999,12-05-2022,,SRC_36
R0025064,99999999,June 08 2024,,SRC_219
R0025065,99999999,02-10-2023,Wrong item,SRC_111
R0025066,122248,2023/04/28,Wrong item,SRC_65
R0025067,141659,2024-08-24,Defect,SRC_111
R0025068,99999999,September 16 2021,,SRC_93
R0025069,124126,14-03-2022,Defect,SRC_133
R0025070,117718,2022-06-23,Wrong item,SRC_43
R0025071,143227,31/03/2022,,SRC_15
R0025072,99999999,24/08/2024,Defect,SRC_86
R0025073,112687,August 07 2021,Wrong item,SRC_43
R0025074,104838,2021-02-17,,SRC_171
R0025075,121434,12-02-2023,,SRC_73
R0025076,99999999,2024-05-30,,SRC_203
R0025077,99999999,November 18 2022,Complaint,SRC_196
R0025078,99999999,March 07 2022,Complaint,SRC_72
R0025079,142580,22/01/2022,,SRC_2
R0025080,99999999,14/12/2023,Wrong item,SRC_15
R0025081,99999999,2024/01/30,,SRC_196
R0025082,99999999,June 18 2024,Wrong item,SRC_213
R0025083,113861,2023-09-18,Complaint,SRC_78
R0025084,99999999,2021-06-29,,SRC_88
R0025085,99999999,2021-06-02,Complaint,SRC_74
R0025086,99999999,18-05-2022,Wrong item,SRC_25
R0025087,99999999,19/02/2023,Wrong item,SRC_88
R0025088,99999999,18/02/2024,Complaint,SRC_240
R0025089,99999999,2024-01-26,Wrong item,SRC_166
R0025090,99999999,23/02/2021,Wrong item,SRC_16
R0025091,131767,29-12-2024,Wrong item,SRC_161
R0025092,140916,2021.02.24,Wrong item,SRC_109
R0025093,104762,12-05-2021,Complaint,SRC_226
R0025094,99999999,December 02 2024,,SRC_109
R0025095,145929,August 04 2021,,SRC_67
R0025096,117700,2022-11-27,Wrong item,SRC_149
R0025097,130303,2023-12-27,,SRC_110
R0025098,124713,01-03-2022,,SRC_89
R0025099,131670,19/02/2021,,SRC_247
R0025100,99999999,2021-05-25,,SRC_158
R0025101,138871,2023.03.21,,SRC_221
R0025102,99999999,2022.04.25,Defect,SRC_97
R0025103,99999999,2021-10-03,,SRC_108
R0025104,139217,25/06/2023,Wrong item,SRC_12
R0025105,99999999,27-02-2021,Defect,SRC_228
R0025106,107852,25/08/2024,Wrong item,SRC_194
R0025107,99999999,12/09/2021,,SRC_115
R0025108,108744,27/06/2024,,SRC_228
R0025109,143475,2024/09/26,Wrong item,SRC_107
R0025110,141915,2021-06-24,Defect,SRC_21
R0025111,133580,25/04/2024,Wrong item,SRC_1
R0025112,99999999,2023.02.19,,SRC_202
R0025113,99999999,2023/09/19,Defect,SRC_149
R0025114,114717,2023/09/30,,SRC_80
R0025115,99999999,01-06-2022,,SRC_194
R0025116,126078,November 03 2021,Complaint,SRC_114
R0025117,99999999,15-04-2022,,SRC_101
R0025118,104081,2023/04/20,,SRC_247
R0025119,99999999,June 07 2024,,SRC_183
R0025120,106269,2021/07/30,,SRC_168
R0025121,99999999,11/12/2021,Complaint,SRC_7
R0025122,129087,21-11-2023,Wrong item,SRC_169
R0025123,133231,2022/01/11,,SRC_19
R0025124,99999999,18/05/2024,Defect,SRC_198
R0025125,129078,August 09 2024,Defect,SRC_69
R0025126,113982,2023-08-27,Complaint,SRC_175
R0025127,136222,2024.08.28,Complaint,SRC_70
R0025128,99999999,20-05-2024,,SRC_97
R0025129,140001,August 21 2022,Wrong item,SRC_191
R0025130,99999999,03-10-2023,Complaint,SRC_238
R0025131,99999999,21/12/2021,,SRC_115
R0025132,125650,18/01/2024,Defect,SRC_28
R0025133,119644,March 15 2024,Wrong item,SRC_105
R0025134,102422,2021/11/22,Defect,SRC_15
R0025135,148794,2024/12/04,,SRC_170
R0025136,121867,August 08 2023,,SRC_128
R0025137,99999999,14-04-2021,Defect,SRC_195
R0025138,99999999,2021.05.12,Complaint,SRC_144
R0025139,114831,2024-05-01,,SRC_136
R0025140,99999999,23-03-2024,,SRC_158
R0025141,99999999,2022-06-18,,SRC_125
R0025142,108707,2022/05/10,,SRC_245
R0025143,99999999,2022.01.16,,SRC_198
R0025144,99999999,11/04/2021,Complaint,SRC_58
R0025145,119391,27/01/2022,,SRC_117
R0025146,148039,2023-06-29,,SRC_243
R0025147,112767,22-11-2023,Defect,SRC_201
R0025148,99999999,2021/03/06,Complaint,SRC_88
R0025149,99999999,25-09-2024,Wrong item,SRC_150
R0025150,128259,09-01-2022,Wrong item,SRC_122
R0025151,99999999,21/01/2023,,SRC_191
R0025152,99999999,2022.07.07,Complaint,SRC_76
R0025153,99999999,2022.09.01,Complaint,SRC_92
R0025154,136985,March 24 2023,,SRC_60
R0025155,134204,2023.04.03,,SRC_68
R0025156,112633,21/07/2021,,SRC_159
R0025157,99999999,23/02/2024,Defect,SRC_83
R0025158,99999999,09-04-2024,Defect,SRC_35
R0025159,109839,2023-06-30,Wrong item,SRC_99
R0025160,99999999,March 18 2023,,SRC_83
R0025161,99999999,08/11/2023,Complaint,SRC_79
R0025162,99999999,2022.06.05,Complaint,SRC_39
R0025163,112166,23-12-2021,Defect,SRC_215
R0025164,139181,07-10-2021,Wrong item,SRC_147
R0025165,99999999,15-07-2024,,SRC_10
R0025166,99999999,11-04-2022,,SRC_179
R0025167,109655,2021-08-23,,SRC_230
R0025168,99999999,November 11 2022,Wrong item,SRC_112
R0025169,99999999,12-11-2022,,SRC_133
R0025170,109280,2022.08.25,Wrong item,SRC_165
R0025171,146563,2021.02.25,Defect,SRC_53
R0025172,99999999,December 11 2023,Defect,SRC_120
R0025173,99999999,2024-03-10,Complaint,SRC_215
R0025174,109896,2024.12.28,Complaint,SRC_93
R0025175,99999999,26-05-2022,Wrong item,SRC_231
R0025176,99999999,2021.03.31,Defect,SRC_33
R0025177,113569,2022.09.09,,SRC_182
R0025178,99999999,19-06-2024,,SRC_141
R0025179,99999999,01/08/2022,,SRC_226
R0025180,99999999,07-08-2022,Complaint,SRC_191
R0025181,108591,24-01-2024,,SRC_229
R0025182,143953,08-11-2022,Wrong item,SRC_20
R0025183,99999999,2023-07-03,,SRC_87
R0025184,108328,17-10-2023,Complaint,SRC_121
R0025185,112706,2023/08/08,Complaint,SRC_82
R0025186,99999999,2024.08.18,Wrong item,SRC_4
R0025187,99999999,March 25 2021,,SRC_60
R0025188,99999999,2024-08-01,,SRC_71
R0025189,99999999,2021-08-03,,SRC_236
R0025190,116210,July 08 2021,,SRC_11
R0025191,99999999,2021/07/27,Defect,SRC_155
R0025192,138196,21-08-2021,Complaint,SRC_190
R0025193,147093,2024-09-04,Wrong item,SRC_70
R0025194,110685,2022/06/19,Wrong item,SRC_233
R0025195,137856,2022.02.22,Defect,SRC_159
R0025196,139868,22/01/2022,Wrong item,SRC_1
R0025197,99999999,10-01-2022,,SRC_106
R0025198,109240,2023-03-17,Defect,SRC_247
R0025199,99999999,2021.05.21,Defect,SRC_221
R0025200,140206,2023/11/24,Complaint,SRC_172
R0025201,131602,14/06/2022,,SRC_76
R0025202,99999999,2024-05-31,,SRC_34
R0025203,99999999,2021.02.25,Complaint,SRC_109
R0025204,99999999,March 31 2022,,SRC_124
R0025205,99999999,2023.02.08,Complaint,SRC_18
R0025206,129383,2023/05/21,Complaint,SRC_212
R0025207,99999999,29/01/2021,,SRC_161
R0025208,99999999,12/10/2021,Complaint,SRC_248
R0025209,146289,2022-10-31,,SRC_54
R0025210,119592,26/03/2021,Complaint,SRC_41
R0025211,132090,30/10/2023,Complaint,SRC_86
R0025212,122939,12/12/2024,,SRC_89
R0025213,99999999,January 29 2021,,SRC_64
R0025214,99999999,04/12/2022,,SRC_132
R0025215,112564,March 06 2023,,SRC_197
R0025216,148846,August 18 2021,Defect,SRC_173
R0025217,99999999,2022-01-15,Complaint,SRC_212
R0025218,106939,September 02 2022,Defect,SRC_245
R0025219,133882,2024.01.31,Defect,SRC_32
R0025220,109952,July 02 2023,Wrong item,SRC_16
R0025221,99999999,20/12/2021,,SRC_20
R0025222,115589,2023-01-29,,SRC_248
R0025223,99999999,2021-10-26,,SRC_147
R0025224,99999999,2021.11.28,,SRC_112
R0025225,99999999,November 30 2021,,SRC_114
R0025226,123274,10-04-2021,Defect,SRC_214
R0025227,99999999,2022-07-21,Complaint,SRC_129
R0025228,99999999,October 30 2022,Complaint,SRC_129
R0025229,99999999,August 30 2023,Complaint,SRC_163
R0025230,126070,July 27 2022,,SRC_223
R0025231,133487,2023.02.07,,SRC_170
R0025232,121406,August 22 2022,Wrong item,SRC_54
R0025233,107829,2021-10-30,,SRC_214
R0025234,99999999,April 13 2021,Complaint,SRC_44
R0025235,99999999,August 17 2021,Defect,SRC_100
R0025236,139270,2022.11.14,Complaint,SRC_173
R0025237,116145,2023-04-13,Wrong item,SRC_54
R0025238,99999999,2022/09/16,,SRC_34
R0025239,110717,22-12-2023,,SRC_199
R0025240,99999999,2024-09-09,,SRC_53
R0025241,132257,25-01-2024,,SRC_160
R0025242,99999999,2024.02.24,Defect,SRC_93
R0025243,99999999,19-02-2024,Complaint,SRC_104
R0025244,117584,May 08 2023,,SRC_124
R0025245,99999999,2024/11/03,Defect,SRC_97
R0025246,99999999,December 04 2023,Defect,SRC_2
R0025247,99999999,2021/01/04,Defect,SRC_10
R0025248,99999999,29-05-2024,Wrong item,SRC_109
R0025249,108380,2022/03/03,,SRC_213
R0025250,99999999,July 06 2021,,SRC_17
R0025251,116587,August 20 2022,Complaint,SRC_88
R0025252,137789,September 12 2021,Wrong item,SRC_125
R0025253,101960,2023/05/17,,SRC_72
R0025254,107461,2024.11.21,,SRC_203
R0025255,99999999,27/05/2022,,SRC_177
R0025256,99999999,2023/03/28,Wrong item,SRC_67
R0025257,99999999,2021.09.23,Wrong item,SRC_116
R0025258,99999999,2021-08-07,,SRC_197
R0025259,119169,2022/06/07,Defect,SRC_3
R0025260,99999999,2024-06-26,,SRC_5
R0025261,99999999,25/12/2024,,SRC_143
R0025262,99999999,2023/12/12,,SRC_3
R0025263,140793,2023.04.28,,SRC_167
R0025264,109369,2022.03.31,Wrong item,SRC_100
R0025265,99999999,16-02-2022,Wrong item,SRC_3
R0025266,123281,2023-06-03,,SRC_29
R0025267,113131,17/01/2021,Wrong item,SRC_126
R0025268,99999999,2023/10/26,,SRC_245
R0025269,120855,June 24 2024,,SRC_117
R0025270,99999999,2023/11/17,Defect,SRC_63
R0025271,99999999,2024.08.22,Complaint,SRC_22
R0025272,116214,01-01-2023,,SRC_158
R0025273,108192,2024-05-29,,SRC_190
R0025274,99999999,2021-12-08,Complaint,SRC_228
R0025275,106295,2024.08.29,Complaint,SRC_97
R0025276,99999999,2024.04.09,Complaint,SRC_83
R0025277,120409,December 19 2022,,SRC_100
R0025278,99999999,2023/06/13,,SRC_90
R0025279,99999999,26-09-2021,Defect,SRC_186
R0025280,118476,2024/10/03,Wrong item,SRC_6
R0025281,99999999,16-06-2023,,SRC_88
R0025282,99999999,27-02-2021,Wrong item,SRC_65
R0025283,99999999,April 26 2024,,SRC_29
R0025284,129841,2022.10.09,Defect,SRC_38
R0025285,99999999,23-05-2022,Complaint,SRC_86
R0025286,139876,2023.06.07,Complaint,SRC_97
R0025287,103151,2024/02/23,Complaint,SRC_159
R0025288,142676,2024-03-04,Defect,SRC_120
R0025289,117467,September 30 2022,,SRC_234
R0025290,114864,January 14 2023,,SRC_147
R0025291,144479,31/12/2021,Defect,SRC_249
R0025292,128364,2022-01-13,Defect,SRC_249
R0025293,109387,May 22 2022,,SRC_222
R0025294,99999999,2021-03-09,Complaint,SRC_114
R0025295,137658,2022.10.17,,SRC_98
R0025296,122933,2022.05.05,Complaint,SRC_154
R0025297,111242,09-07-2024,Complaint,SRC_186
R0025298,99999999,16-01-2022,Wrong item,SRC_231
R0025299,99999999,13-11-2021,,SRC_175
R0025300,99999999,March 31 2022,,SRC_27
R0025301,99999999,December 20 2021,Wrong item,SRC_225
R0025302,145705,10/04/2024,Wrong item,SRC_211
R0025303,99999999,2023/08/16,Defect,SRC_234
R0025304,139866,2023-12-27,,SRC_194
R0025305,140215,25-02-2024,Defect,SRC_95
R0025306,142409,2023-08-15,,SRC_71
R0025307,99999999,2024-01-20,Defect,SRC_183
R0025308,99999999,12-11-2022,Defect,SRC_236
R0025309,99999999,October 23 2023,Complaint,SRC_61
R0025310,139132,2022.08.24,,SRC_12
R0025311,105323,2024/10/18,,SRC_27
R0025312,117705,01/05/2021,Wrong item,SRC_32
R0025313,125095,22/02/2023,,SRC_66
R0025314,105754,2021-04-25,,SRC_191
R0025315,99999999,2023/10/29,,SRC_31
R0025316,99999999,2024-05-17,,SRC_163
R0025317,99999999,2023.07.18,Wrong item,SRC_17
R0025318,102256,2023-09-05,Wrong item,SRC_213
R0025319,99999999,2024-06-02,Defect,SRC_45
R0025320,130260,2022-08-28,Complaint,SRC_65
R0025321,99999999,2022-12-12,,SRC_116
R0025322,147822,2022/03/17,Defect,SRC_222
R0025323,99999999,08-09-2021,,SRC_215
R0025324,99999999,2024.03.13,,SRC_182
R0025325,99999999,28/11/2022,,SRC_73
R0025326,99999999,2022.08.03,Defect,SRC_84
R0025327,144235,2021/02/06,,SRC_240
R0025328,99999999,15-11-2021,Defect,SRC_156
R0025329,99999999,05/03/2021,,SRC_18
R0025330,139148,2023/08/30,Wrong item,SRC_68
R0025331,99999999,24-10-2024,Complaint,SRC_199
R0025332,147581,June 29 2023,Defect,SRC_103
R0025333,104965,April 07 2022,Defect,SRC_195
R0025334,110394,14/05/2021,,SRC_154
R0025335,129825,2023-09-07,Wrong item,SRC_111
R0025336,99999999,September 05 2022,Wrong item,SRC_153
R0025337,99999999,2022.07.29,,SRC_69
R0025338,131326,April 17 2023,,SRC_70
R0025339,127023,21-03-2023,,SRC_192
R0025340,131556,2022-04-12,Wrong item,SRC_136
R0025341,144829,2023.05.16,Complaint,SRC_68
R0025342,119069,2022-05-20,Defect,SRC_181
R0025343,121917,2021.09.09,Complaint,SRC_82
R0025344,143662,January 15 2021,Wrong item,SRC_57
R0025345,99999999,27-11-2024,Defect,SRC_31
R0025346,99999999,2024/07/11,,SRC_62
R0025347,138985,February 21 2021,,SRC_239
R0025348,127380,30-01-2024,Defect,SRC_1
R0025349,99999999,24-01-2021,Defect,SRC_123
R0025350,109022,2022.03.25,Wrong item,SRC_54
R0025351,99999999,03/12/2024,,SRC_55
R0025352,99999999,2022.08.08,Complaint,SRC_153
R0025353,120221,2023/06/09,,SRC_113
R0025354,124778,2021.05.29,Defect,SRC_112
R0025355,107674,2021/01/19,Wrong item,SRC_191
R0025356,99999999,2024.01.06,Complaint,SRC_180
R0025357,99999999,06-02-2022,Complaint,SRC_46
R0025358,114126,2024.11.10,Defect,SRC_32
R0025359,105948,May 29 2024,,SRC_169
R0025360,99999999,2023-08-28,Complaint,SRC_208
R0025361,99999999,2024-05-20,Wrong item,SRC_147
R0025362,99999999,2022.03.23,,SRC_109
R0025363,99999999,19/04/2024,,SRC_172
R0025364,133967,27-07-2022,Complaint,SRC_204
R0025365,111793,September 28 2021,Wrong item,SRC_222
R0025366,99999999,2021/10/28,Defect,SRC_77
R0025367,131588,2022.11.27,,SRC_22
R0025368,122176,12/09/2023,Defect,SRC_66
R0025369,99999999,August 24 2022,Wrong item,SRC_211
R0025370,136904,2021.09.13,Wrong item,SRC_139
R0025371,107371,09/02/2024,Wrong item,SRC_115
R0025372,99999999,23/11/2024,,SRC_159
R0025373,99999999,2022.10.26,Wrong item,SRC_9
R0025374,103909,16/12/2023,Wrong item,SRC_18
R0025375,99999999,2024-05-01,Complaint,SRC_237
R0025376,112981,August 01 2023,,SRC_248
R0025377,138379,02-04-2022,,SRC_17
R0025378,99999999,14/01/2024,,SRC_243
R0025379,120653,30/01/2021,Wrong item,SRC_5
R0025380,114589,2022-10-24,Complaint,SRC_142
R0025381,128663,17-01-2022,,SRC_59
R0025382,99999999,2023.07.04,Defect,SRC_32
R0025383,118780,May 12 2021,,SRC_144
R0025384,111797,June 14 2022,,SRC_250
R0025385,126501,2023.03.10,Defect,SRC_1
R0025386,99999999,2022-06-12,Complaint,SRC_131
R0025387,99999999,06-01-2022,,SRC_88
R0025388,99999999,2022-03-05,Complaint,SRC_103
R0025389,145836,2021.01.16,Defect,SRC_231
R0025390,101262,July 11 2023,,SRC_237
R0025391,99999999,20/05/2022,,SRC_128
R0025392,99999999,2022.12.14,Defect,SRC_199
R0025393,109274,2022-09-12,Wrong item,SRC_145
R0025394,143360,July 30 2024,Complaint,SRC_90
R0025395,127779,March 05 2021,Defect,SRC_128
R0025396,117816,July 03 2024,Defect,SRC_163
R0025397,139494,23/09/2022,,SRC_233
R0025398,110679,July 11 2024,Defect,SRC_72
R0025399,99999999,08-12-2024,Complaint,SRC_182
R0025400,99999999,September 25 2022,,SRC_6
R0025401,99999999,June 22 2021,Complaint,SRC_234
R0025402,120372,2021.03.18,,SRC_20
R0025403,137527,07-06-2022,Defect,SRC_154
R0025404,100037,June 11 2024,,SRC_136
R0025405,99999999,24-02-2023,Wrong item,SRC_222
R0025406,99999999,2022-07-15,,SRC_211
